"|","|__date","|__Aqua","|__year","|__Air Panas+gula","|__Test Food","|__tea float","|__Orange Float","|__Ayam Goreng","|__test food","|__Kopi Susu","|__sosis 1rb","|__sosis goreng","|__Sop","|__test2","|__Nasi Telur ","|__Nasi Bungkus","|__Tahu Tek","|__es batu","|__Krupuk","|__Kentang Goreng","|__voucher 15.000","|__Spaghetti","|__Teh Panas","|__french fries ","|__ayam geprek","|__Ayam Geprek (Tanpa Nasi)","|__SebLak Muzam","|__Mie Keriting","|__Nasi Goreng","|__kerupuk udang","|__tahu crispy","|__telur mata sapi","|__voucher 11000","|__Sosis","|__Telur Mata Sapi","|__Tahu Tek ","|__Club","|__Seblak AsLi","|__Isoplus","|__NasBung B","|__Pisang G","|__Sprite","|__Fanta","|__Nasi Pindang","|__Nasi Telur","|__Es Buah","|__Mie (Tanpa Telur)","|__Ayam Silep (tanpa nasi)","|__Nasi Sosis Goreng","|__ayam silep","|__Floridina","|__Coca-Cola","|__Sosis Naget","|__month","|__Es Kopi Durian","|__Sereal","|__Frestea","|__Aqua 600ml","|__Mie Ayam","|__NasBung A","|__Kopi Hitam","|__soto ayam","|__tahu ranjau","|__gorengan","|__nasi ayam silep","|__Es Milo","|__ES","|__Nasi Bungkus ","|__Soto","|__Masak Mie ","|__Air Mineral","|__Kerupuk ","|__Es Krim","|__Jeruk Hangat","|__Kerupuk","|__Coca Cola Float","|__Sayur Asem Tempe Goreng","|__Es Chocolatos","|__Nasi Putih ","|__Ayam Geprek","|__Nasi Sosis","|__Tahu Krispy","|__Sayur Asem Lele","|__soto","|__Masak Mie","|__Sosis 1rb","|__voucher 15000","|__Es Salju","|__Es Cendol","|__sebLak 375","|__Popmie","|__Teh Pucuk Harum","|__Nasi Ayam","|__Kentang G","|__Tahu G","|__Milo","|__Siomay","|__Cireng isi","|__Mie","|__Penyetan Dadar","|__Voucher","|__Coffee Float","|__Sayur Sop Tempe Goreng","|__Sayur Sop Ayam Goreng","|__Aneka Kopi","|__Cireng Isi","|__Masak Mie+Telur","|__Penyetan Telur ","|__Penyetan Lele","|__Pecel Tempe","|__Penyetan Ayam ","|__Es Batu/air panas","|__sayur Asem lele","|__sosis 1rb ","|__tes","|__Ayam Silep","|__Ayam Silep (Tanpa nasi)","|__Es Salju (Slushy)","|__sosis","|__Es Dawet Cincau","|__Es Teh","|__Tea Float","|__mie","|__Es Batu","|__Sosis 1rb ","|__Nasi Putih","|__air gelas","|__Penyetan Tempe","|__Kuah Sop ","|__Air Panas","|__Es krim","|__Es Jeruk","|__brengkesan pindang","|__Sayur Asem Telur Goreng","|__Penyetan Ikan Asin","|__Es Kopi","|__Chocolatos Float","|__Mie Tanpa Telur","|__French Fries","|__nasi goreng","|__masak mie+telur","|__ayam silep (tanpa nasi)","|__nasi sosis goreng ","|__masak mie","|__nasi putih","|__nasi telur","|__Lele goreng","|__Gorengan ","|__Telor Matasapi","|__total","|__Risol Mayo","|__Pisang Coklat Keju","|__Chocolatos Panas","|__Kuah Sop","|__penyetan lele","|__mie tanpa telur","|__cireng ","|__Test","|__jeruk hangat","|__cireng isi","|__jus mangga","|__Masak Mie + Telur","|__Sosis Goreng","|__Sayur Sop Telur Goreng","|__Tahu Telur","|__Tes","|__test","|__test minuman2","|__Es Dawet","|__Bakso","|__Gorengan","|__Sayur Asem Dadar","|__Es Kopi/chocolatos","|__Sayur Asem Ayam Goreng","|__Sebak 375","|__timestamp___seconds","|__timestamp___nanoseconds","|__customerNumber","|__-","|__Voucher Rp11000","|__cireng jumbo","|__Teh Hangat"
"2023-07-23","2023-07-23","","2023","","","","","","","","","","","","","","","","","17","","","11","","","","","","7","","","","","","","","3","","","","","","","","","","","","","","","","","2023-07","","","","","","","14","","","","","","","","32","","","","","","","","","","","","1","11","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","4","","","","","83","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1173000","","","","","","","","","","","","","","","","","","","","27","","","","","","1690101939","323000000","63","","","",""
"2023-07-25","2023-07-25","","2023","","","","","","","","","","","","","","","","","7","","","5","","","","","","4","","","","","","","2","2","","","","","","","","1","","","","","","","","","2023-07","","","","","","","3","","","","","","","3","13","","","","","","","","","","","","4","6","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","2","","","","","25","","","","","1","","","","","","","","","","","","","","","","","","","","","","","3","484000","","","","","","","","101","","","","","","","","","","","","4","","","","","","1690285203","845000000","71","","","",""
"2023-07-26","2023-07-26","","2023","","","","","","","","","","","","","4","","","","7","","","11","","","","","","6","","","","","","","","5","","","","","","","","3","3","1","","","","","","","2023-07","","","","","","","1","","","","","1","","","6","","","","","","","","","","","","","9","","","","","","","","","","","","","","","1","","14","","","","","","","","","","","","","","","","","9","","","2","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","603000","","","","","","","","14","","","","","","","","","","","","4","","","","","","1690363769","401000000","39","","","",""
"2023-07-27","2023-07-27","","2023","","","","","","","","","","","","","2","","","","5","","","8","","","","","","8","","","","","","1","","","","","","","","","","4","1","1","","","","","","","2023-07","","","","","","","4","","","","","","","","10","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","2","","","","","22","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","503000","","","","","","","","8","","","","","","","","","","","","8","","","","","","1690446897","219000000","44","","","",""
"2023-07-28","2023-07-28","","2023","","","","","","","","","","","","","","","","","1","","","3","","","","","","16","","","","","","4","","6","","","","","","","","5","3","5","","","","","","","2023-07","","","","","","","2","","","","","16","","","8","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","14","","","1","","68","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1","1129000","","","","","","","","","","","","","","","","","","","","","","","","","","1690532621","613000000","77","","","",""
"2023-07-29","2023-07-29","","2023","","","","","","","","","","","","","3","","","","","","","","","","","","","10","","","","","","1","","4","","","","","","","","1","7","3","","","","","","","2023-07","","","","","","","3","","","","","14","","","7","","","","","","","","","","","","","16","","","","","","","","","","","","","","","6","","16","","","","","","","","","","","","","","","","","9","","","","","40","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","761000","","","","","","","","","","","","","","","","","","","","","","","","","","1690619945","805000000","54","","","",""
"2023-07-30","2023-07-30","","2023","","","","","","","","","","","","","3","","","","","","","5","","","","","","12","","","","","","","","2","","","","","","","","1","6","1","","","","","","","2023-07","","","","","","","3","","","","","12","","","12","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","7","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","828000","","","","","","","","","","","","","","","","","","","","","","","","","","1690729114","474000000","51","","","",""
"2023-07-31","2023-07-31","","2023","","","","","","","","","","","","","4","","","","","","","6","","","","","","10","","","","","","2","","5","","","","","","","","","3","1","","","","","","","2023-07","","","","","","","3","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","18","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","394000","","","","","","","","2","","","","","","","","","","","","1","","","","","","1690861582","535000000","37","","","",""
"2023-08-01","2023-08-01","","2023","","","","","","","","","","","21","","2","2","","","","","","10","","","","","","4","","","","","","","","3","","","","","","","","","","1","","1","","","","","2023-08","","","","","","","3","","","","","","","","10","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","1","","","","","19","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","423000","","","","","","","","15","","","","","","","","","","","","","","","","","","1690947860","270000000","47","","","",""
"2023-08-02","2023-08-02","","2023","","","","","","","","","","","","","2","1","","","2","","","2","","","","","","7","","","","","3","1","","1","","","","","","","","1","1","1","","1","","","","","2023-08","","","","","","","1","","","","","1","","","11","","1","","","","","","","","","","","3","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","1","","","","","26","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","416000","","","","","","","","","","","","","","","","","","","","1","","","","","","1691033705","188000000","28","","","",""
"2023-08-03","2023-08-03","","2023","","","","","","","","","","","","","","3","","","26","","","","","","","","","17","","","","","","1","","","","","","","","","","3","2","2","","2","","","","","2023-08","","","","","","","2","","","","","19","","","12","","4","","","","","","","","","","","25","","","","","","","","","","","","","","","","","51","","","","","","","","","","","","","","","","","21","","","","","81","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","1564000","","","","","","","","6","","","","","","","","","","","","4","","","","","","1691121483","186000000","97","","","",""
"2023-08-04","2023-08-04","","2023","","","","","","","","","","","","","3","1","","","15","","","4","","","","","","","","","","","","1","","","","","","","","","","3","3","3","","","","","","","2023-08","","","","","","","1","","","","","7","","","7","","5","","","","","","","","","","","12","","","","","","","","","","","","","","","5","","23","","","","","","","","","","","","","","","","","12","","","","","55","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","865000","","","","","","","","2","","","","","","","","","","","","3","","","","","","1691207247","70000000","62","","","",""
"2023-08-05","2023-08-05","","2023","","","","","","","","","","","","","","1","1","","11","","","5","","","","","","7","","","","","4","2","","","","","","","","","","","4","","","1","","","","","2023-08","","","","","","","3","","","","","8","","","23","","4","","","","","","","","","","","8","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","1","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","592000","","","","","","","","3","","","","","","","","","","","","2","","","","","","1691294245","220000000","49","","","",""
"2023-08-06","2023-08-06","","2023","","","","","","","","","","","","","1","2","","","13","","","9","","","","","","8","","","","","","","","","","","","","","","","2","15","2","","2","","","","","2023-08","","","","","","","3","","","","","12","","","14","","10","","","","","","","","","","","15","","","","","","","","","","","","","","","7","","15","","","","","","","","","","","","","","","","","6","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1122000","","","","","","","","","","","","","","","","","","","","4","","","","","","1691380243","780000000","83","","","",""
"2023-08-07","2023-08-07","","2023","","","","","","","","","","","","","1","","","","","","","1","","","","","","2","","","","","","1","","","","","","","","","","","7","","","","","","","","2023-08","","","","","","","5","","","","","","","","7","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198000","","","","","","","","","","","","","","","","","","","","","","","","","","1691384169","353000000","9","","","",""
"2023-08-08","2023-08-08","","2023","","","","","","","","","","","","","1","","6","","5","","","8","","","","","","8","","","","","2","1","","","","","","","","","","2","2","1","","4","","","","","2023-08","","","","","","","4","","","","","","","","17","","3","","","","","","","","","","","11","","","","","","","","","","","","","","","3","","11","","","","","","","","","","","","","","","","","3","","","","","44","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","752000","","","","","","","","2","","","","","","","","","","","","7","","","","","","1691467513","682000000","49","","","",""
"2023-08-09","2023-08-09","","2023","","","","","","","","","","","","","3","","","","2","","","8","","","","","","13","","","","","","","","","","","","","","","","2","3","3","","4","","","","","2023-08","","","","","","","4","","","","","","","","22","","4","","","","","","","","","","","10","","","","","","","","","","","","","","","7","","11","","","","","","","","","","","","","","","","","1","","","","","57","","","","","1","","","","","7","","","","","","","","","","","","","","","","","","","866000","","","","","","","","","","","","","","","","","","","","4","","","","","","1691557138","972000000","53","","","",""
"2023-08-10","2023-08-10","","2023","","","","","","","","","","","","","","","","","7","","","1","","","","","","7","","","","","","4","","","","","","","","","","6","","3","","2","","","","","2023-08","","","","","","","1","","","","","","","","7","","2","","","","","","","","","","","6","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","2","","","","","26","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","458000","","","","","","","","","","","","","","","","","","","","","","","","","","1691573016","167000000","44","","","",""
"2023-08-11","2023-08-11","","2023","","","","","","","","","","","","","","","","","24","","","2","","","","","","18","","","","","2","","","","","","","","","","","","1","1","","2","","","","","2023-08","","","","","","","2","","","","","16","","","16","","","","","","","","","","","","","18","","","","","","","","","","","","","","","5","","39","","","","","","","","","","","","","","","","","13","","","","","63","","","","","8","","","","","10","","","","","","","","","","","","","","","","","","","1344000","","","","","","","","1","","","","","3","","","","","","","3","","","","","","1691729853","440000000","73","","","",""
"2023-08-12","2023-08-12","","2023","","","","","","","","","","","","","","","","","12","","","8","","","","","","1","","","","","","","","","","","","","","","","2","5","2","","2","","","","","2023-08","","","","","","","3","","","","","9","","","30","","6","","","","","","","","","","","12","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","4","","","","","45","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","1078000","","","","","","","","1","","","","","4","","","","","","","","","","","","","1691816348","457000000","70","","","",""
"2023-08-13","2023-08-13","","2023","","","","","","","5","","","","","","","","1","","32","","","9","","","","","","8","","","","","","7","","","","","","","","","","9","6","2","","15","","","","","2023-08","","","","","","","8","","","","","22","","","38","","11","","","","","","","","","","","31","","","","","","","","","","","","","","","1","","48","","","","","","","","","","","","","","","","","4","","","","","118","","","","","1","","","","","60","","","","","","","","","","","","","","","","","","","2215000","","","","","","","","6","","","","","9","","","","","","","6","","","","","","1691916769","463000000","163","","","",""
"2023-08-14","2023-08-14","","2023","","","","","","","3","","","","","","2","","","","3","","","5","","","","","","6","","","","","","","","","","","","","","","","","9","","","3","","","","","2023-08","","","","","","","6","","","","","28","","","12","","17","","","","","","","","","","","8","","","","","","","","","","","","","","","7","","7","","","","","","","","","","","","","","","","","6","","","","","16","","","","","1","","","","","10","","","","","","","","","","","","","","","","","","","857000","","","","","","","","","","","","","1","","","","","","","5","","","","","","1691999284","494000000","41","","","",""
"2023-08-15","2023-08-15","","2023","","","","","","","","","","","","","3","","","","3","","","4","","","","","","1","","","","","","","","","","","","","","","","2","3","1","","","","","","","2023-08","","","","","","","1","","","","","","","","7","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","4","","","","","20","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","378000","","","","","","","","","","","","","","","","","","","","1","","","","","","1692091021","729000000","32","","","",""
"2023-08-16","2023-08-16","","2023","","","","","","","","","","","","","2","","","","4","","","4","","","","","","6","","","","","","3","","","","","","","","","","1","2","","","1","","","","","2023-08","","","","","","","1","","","","","","","","10","","2","","","","","","","","","","","4","","","","","","","","","","","","","","","5","","9","","","","","","","","","","","","","","","","","2","","","","","32","","","","","1","","","","","12","","","","","","","","","","","","","","","","","","","545000","","","","","","","","1","","","","","2","","","","","","","4","","","","","","1692173642","789000000","44","","","",""
"2023-08-17","2023-08-17","","2023","","","","","","","","","","","","","","","","","6","","","1","","","1","","","6","","","","","","2","","","","","","","","","","1","1","2","","","","","","","2023-08","","","","","","","1","","","","","","","","3","","6","","","","","","","","","3","","6","","","","","","8","","","","","","","","","","","3","","","","","","","","","","","","","","","","","1","","","","","24","","","","","1","","","","","17","","","","","","","","","","","","","","","","","","","404000","","","","","","","","4","","","","","","","","","","","","","","","","","","1692263339","367000000","50","","","",""
"2023-08-18","2023-08-18","","2023","","","","","","","1","","","","","","","","","","14","","","8","","","","","","8","","","","","","","","","","","","","","","","","","3","","2","","","","","2023-08","","","","","","","11","","","","","22","","","15","","11","","","","","","","","","8","","20","","","","","","1","","","","","","","","","9","","26","","","","","","","","","","","","","","","","","22","","48","","","78","","","","","1","","","","","36","","","","","","","","","","","","","","","","","","","1755000","","","","","","","","5","","","","","6","","","","","","","2","24","","","","","1692349227","112000000","149","","","",""
"2023-08-19","2023-08-19","","2023","","","","","","","","","","","","","1","","","","11","","","3","","","","","","","","","","","","","","","","","","","","","","8","","3","","2","","","","","2023-08","","","","","","","1","","","","","11","","","13","","4","","","","","","","","","2","","9","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","1","","43","","","26","","","","","1","","","","","33","","","","","","","","","","","","","","","","","","","826000","","","","","","","","2","","","","","5","","","","","","","1","25","","","","","1692431053","985000000","67","","","",""
"2023-08-20","2023-08-20","","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023-08","","","","","","","","","","","","","","","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650000","","","","","","","","2","","","","","","","","","","","","","1","","","","","1692501195","742000000","2","","","",""
"2023-08-21","2023-08-21","","2023","","","","","","","1","","","","","","2","","","","3","","","3","","","1","","","6","","","","","","1","","","","","","","","","","3","","4","","1","","","","","2023-08","","","","","","","1","","","","","","","","13","","7","","","","","","","","","3","","8","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","1","","16","","","33","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","613000","","","","","","","","6","","","","","5","","","","","","","1","12","","","","","1692609141","307000000","64","","","",""
"2023-08-22","2023-08-22","","2023","","","","","","","","","","","","","3","","","","4","","","1","","","","","","6","","","","","","","","","","","","","","","","3","","2","","2","","","","","2023-08","","","","","","","","","","","","","","","10","","","","","","","","","","","4","","8","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","1","","34","","","18","","","","","2","","","","","9","","","","","","","","","","","","","","","","","","","565000","","","","","","","","6","","","","","1","","","","","","","","8","","","","","1692695751","515000000","69","","","",""
"2023-08-23","2023-08-23","","2023","","","","","","","","","","","","","2","","","","3","","","4","","","","","","9","","","","","","","","","","","","","","","","3","","1","","3","","","","","2023-08","","","","","","","1","","","","","","","","11","","","","","","","","","","","5","","5","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","2","1","28","","","18","","","","","2","","","","","3","","","","","","","","","","","","","","","","","","","575000","","","","","","","","","","","","","","","","","","","","","","","","","","1692781673","133000000","58","","","",""
"2023-08-24","2023-08-24","","2023","","","","","","","","","","","","","4","","","","8","","","4","","","","","","10","","","","","","1","","","","","","","","","","1","","","","1","","","","","2023-08","","","","","","","1","","","","","","","","16","","1","","","","","","","","","","","10","","","","","","","","","","","","","","","4","","8","","","","","","","","","","","","","","","","","2","","38","","","30","","","","","2","","","","","19","","","","","","","","","","","","","","","","","","","812000","","","","","","","","","","","","","4","","","","","","","4","29","","","","","1692866934","212000000","70","","","",""
"2023-08-25","2023-08-25","","2023","","","","","","","","","","","","","","","1","","6","","","","","","","","","8","","","","","","1","","","","","","","","","","3","","6","","","","","","","2023-08","","","","","","","1","","","","","5","","","10","","6","","","","","","","","","4","","11","","","","","","","","","","","","","","","1","","41","","","","","","","","","","","","","","","","","11","","73","","","54","","","","","7","","","","","14","","","","","","","","","","","","","","","","","","","1310000","","","","","","","","9","","","","","7","","","","","","","2","22","","","","","1692953287","866000000","144","","","",""
"2023-08-26","2023-08-26","","2023","","","","","","","","","","","","","3","1","","","4","","","1","","","","","","","","","","","","1","","","","","","","","","","2","","2","","5","","","","","2023-08","","","","","","","2","","","","","5","","","9","","","","","","","","","","","3","","9","","","","","","","","","","","","","","","2","","13","","","","","","","","","","","","","","","","","4","","19","","","29","","","","","2","","","","","7","","","","","","","","","","","","","","","","","","","620000","","","","","","","","1","","","","","1","","","","","","","","11","","","","","1693040741","719000000","48","","","",""
"2023-08-27","2023-08-27","","2023","","","","","","","1","","","","","","2","","","","6","","","6","","","","","","6","","","","","","","","","","","","","","","","1","1","","","3","","","","","2023-08","","","","","","","18","","","","","9","","","13","","4","","","","","","","","","","","14","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","","","","","7","","32","","","34","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","1045000","","","","","","","","","","","","","2","","","","","","","","32","","","","","1693124569","332000000","75","","","",""
"2023-08-28","2023-08-28","","2023","","","","","","","","","","","","","2","","","","5","","","1","","","","","","7","","","","","","","","","","","","","","","","3","","1","","","","","","","2023-08","","","","","","","","","","","","","","","7","","2","","","","","","","","","3","","7","","","","","","","","","","","","","","","5","","14","","","","","","","","","","","","","","","","","","","15","","","37","","","","","1","","","","","4","","","","","","","","","","","","","","","","","","","584000","","","","","","","","1","","","","","","","","","","","","1","14","","","","","1693214188","683000000","50","","","",""
"2023-08-29","2023-08-29","","2023","","","","","","","1","","","","","","","","","","5","","","5","","","1","","","6","","","","","","1","","","","","","","","","","2","","2","","2","","","","","2023-08","","","","","","","1","","","","","","","","15","","2","","","","","","","","","6","","5","","","","","","","","","","","","","","","3","","3","","","","","","","","","","","","","","","","","7","","19","","","34","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","654000","","","","","","","","1","","","","","","","","","","","","","19","","","","","1693300039","730000000","67","","","",""
"2023-08-30","2023-08-30","","2023","","","","","","","","","","","","","","","","","9","","","1","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","2023-08","","","","","","","1","","","","","","","","18","","3","","","","","","","","","7","","4","","","","","","","","","","","","","","","2","","2","","","","","","","","","","","","","","","","","1","","17","","","27","","","","","3","","","","","13","","","","","","","","","","","","","","","","","","","544000","","","","","","","","6","","","","","","","","","","","","","13","","","","","1693384232","535000000","56","","","",""
"2023-08-31","2023-08-31","","2023","","","","","","","","","","","","","5","","","","2","","","3","","","1","","","5","","","","","","3","","","","","","","","","","2","","","","1","","","","","2023-08","","","","","","","","","","","","","","","9","","","","","","","","","","","3","","3","","","","","","","","","","","","","","","4","","3","","","","","","","","","","","","","","","","","3","","8","","","17","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","439000","","","","","","","","","","","","","","","","","","","","","19","","","","","1693471569","52000000","41","","","",""
"2023-09-01","2023-09-01","","2023","","","","","","","","","","","","","","","","","13","","","1","","","2","","","10","","","","","","","","","","","","","","","","3","","7","","3","","","","","2023-09","","","","","","","1","","","","","11","","","31","","6","","","","","","","","","10","","24","","","","","","","","","","","","","","","1","","38","","","","","","","","","","","","","","","","","16","","45","","","82","","","","","4","","","","","1","","","","","","","","","","","","","","","","","","","1680000","","","","","","","","1","","","","","5","","","","","","","","43","","","","","1693557778","759000000","129","","","",""
"2023-09-02","2023-09-02","","2023","","","","","","","","","","","","","3","2","","","6","","","4","","","","","","3","","","","","","","","","","","","","","","","","","1","","","","","","","2023-09","","","","","","","2","","","","","5","","","14","","2","","","","","","","","","","","3","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","7","","","19","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","505000","","","","","","","","","","","","","1","","","","","","","2","42","","","","","1693643950","365000000","27","","","",""
"2023-09-03","2023-09-03","","2023","","","","","","","","","","","","","2","","1","","8","","","6","","","1","","","7","","","","","","1","","","","","","","","","","3","","1","","6","","","","","2023-09","","","","","","","2","","","","","","","","20","","3","","","","","","","","","3","","11","","","","","","","","","","","","","","","7","","4","","","","","","","","","","","","","","","","","11","","18","","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","918000","","","","","","","","","","","","","1","","","","","","","2","48","","","","","1693732014","7000000","63","","","",""
"2023-09-04","2023-09-04","","2023","","","","","","","","","","","","","3","","","","4","","","1","","","3","","","3","","","","","","","","","","","","","","","","1","","2","","2","","","","","2023-09","","","","","","","1","","","","","","","","15","","2","","","","","","","","","3","","8","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","17","","","38","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","585000","","","","","","","","","","","","","5","","","","","","","3","24","","","","","1693818713","452000000","58","","","",""
"2023-09-05","2023-09-05","","2023","","","","","","","2","","","","","","1","","","","5","","","4","","","2","","","4","","","","","","1","","","","","","","","","","1","","","","","","","","","2023-09","","","","","","","1","","","","","","","","14","","3","","","","","","","","","5","","6","","","","","","","","","","","","","","","2","","6","","","","","","","","","","","","","","","","","7","","6","","","32","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","584000","","","","","","","","1","","","","","2","","","","","","","","26","","","","","1693903320","886000000","50","","","",""
"2023-09-06","2023-09-06","","2023","","","","","","","3","","","","","","3","","","","13","","","2","","","","","","7","","","","","","","","","","","","","","","","1","","2","","1","","","","","2023-09","","","","","","","3","","","","","","","","9","","1","","","","","","","","","3","","3","","","","","","","","","","","","","","","3","","5","","","","","","","","","","","","","","","","","4","","11","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539000","","","","","","","","1","","","","","1","","","","","","","","29","","","","","1693992658","729000000","49","","","",""
"2023-09-07","2023-09-07","","2023","","","","","","","1","","","","","","1","","","","11","","","7","","","1","","","7","","","","","","","","","","","","","","","","5","","","","3","","","","","2023-09","","","","","","","2","","","","","","","","15","","7","","","","","","","","","2","","8","","","","","","","","","","","","","","","6","","12","","","","","","","","","","","","","","","","","5","","19","","","49","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","882000","","","","","","","","","","","","","7","","","","","","","","25","","","","","1694077076","69000000","62","","","",""
"2023-09-08","2023-09-08","","2023","","","","","","","","","","","","","1","","","","15","","","2","","","","","","9","","","","","","","","","","","","","","","","8","","5","","3","","","","","2023-09","","","","","","","3","","","","","15","","","35","","6","","","","","","","","","10","","22","","","","","","","","","","","","","","","","","47","","","","","","","","","","","","","","","","","13","","34","","","98","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","1795000","","","","","","","","","","","","","9","","","","","","","","19","","","","","1694162831","979000000","112","","","",""
"2023-09-09","2023-09-09","","2023","","","","","","","","","","","","","4","","","","","","","9","","","","","","2","","","","","","","","","","","","","","","","2","","2","","2","","","","","2023-09","","","","","","","5","","","","","16","","","19","","3","","","","","","","","","7","","7","","","","","","","","","","","","","","","1","","15","","","","","","","","","","","","","","","","","","","6","","","28","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","786000","","","","","","","","","","","","","10","","","","","","","","32","","","","","1694246714","500000000","53","","","",""
"2023-09-10","2023-09-10","","2023","","","","","","","4","","","","","","","","","","9","","","8","","","","","","","","","","","","","","","","","","","","","","4","","1","","1","","","","","2023-09","","","","","","","17","","","","","16","","","35","","5","","","","","","","","","1","","11","","","","","","","","","","","","","","","8","","13","","","","","","","","","","","","","","","","","6","","10","","","56","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","1170000","","","","","","","","","","","","","6","","","","","","","","30","","","","","1694334818","604000000","81","","","",""
"2023-09-11","2023-09-11","","2023","","","","","","","","","","","","","","","","","8","","","2","","","","","","8","","","","","","","","","","","","","","","","","","1","","2","","","","","2023-09","","","","","","","","","","","","","","","8","","6","","","","","","","","","2","","6","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","16","","","33","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","565000","","","","","","","","1","","","","","3","","","","","","","2","33","","","","","1694423262","281000000","49","","","",""
"2023-09-12","2023-09-12","","2023","","","","","","","4","","","","","","3","","","","5","","","5","","","","","","8","","","","","","4","","","","","","","","","","3","","2","","1","","","","","2023-09","","","","","","","","","","","","","","","19","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","11","","13","","","41","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","768000","","","","","","","","","","","","","6","","","","","","","","40","","","","","1694505590","859000000","54","","","",""
"2023-09-13","2023-09-13","","2023","","","","","","","2","","","","","","3","","","","8","","","5","","","","","","6","","","","","","1","","","","","","","","","","1","","","","1","","","","","2023-09","","","","","","","2","","","","","","","","20","","9","","","","","","","","","","","6","","","","","","","","","","","","","","","2","","11","","","","","","","","","","","","","","","","","10","","7","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805000","","","","","","","","2","","","","","6","","","","","","","4","37","","","","","1694595504","626000000","55","","","",""
