"|","|__date","|__Aqua","|__year","|__Air Panas+gula","|__Test Food","|__tea float","|__Orange Float","|__Ayam Goreng","|__test food","|__Kopi Susu","|__sosis 1rb","|__sosis goreng","|__Sop","|__test2","|__Nasi Telur ","|__Nasi Bungkus","|__Tahu Tek","|__es batu","|__Krupuk","|__Kentang Goreng","|__voucher 15.000","|__Spaghetti","|__Teh Panas","|__french fries ","|__ayam geprek","|__Ayam Geprek (Tanpa Nasi)","|__SebLak Muzam","|__Mie Keriting","|__Nasi Goreng","|__kerupuk udang","|__tahu crispy","|__telur mata sapi","|__voucher 11000","|__Sosis","|__Telur Mata Sapi","|__Tahu Tek ","|__Club","|__Seblak AsLi","|__Isoplus","|__NasBung B","|__Pisang G","|__Sprite","|__Fanta","|__Nasi Pindang","|__Nasi Telur","|__Es Buah","|__Mie (Tanpa Telur)","|__Ayam Silep (tanpa nasi)","|__Nasi Sosis Goreng","|__ayam silep","|__Floridina","|__Coca-Cola","|__Sosis Naget","|__month","|__Es Kopi Durian","|__Sereal","|__Frestea","|__Aqua 600ml","|__Mie Ayam","|__NasBung A","|__Kopi Hitam","|__soto ayam","|__tahu ranjau","|__gorengan","|__nasi ayam silep","|__Es Milo","|__ES","|__Nasi Bungkus ","|__Soto","|__Masak Mie ","|__Air Mineral","|__Kerupuk ","|__Es Krim","|__Jeruk Hangat","|__Kerupuk","|__Coca Cola Float","|__Sayur Asem Tempe Goreng","|__Es Chocolatos","|__Nasi Putih ","|__Ayam Geprek","|__Nasi Sosis","|__Tahu Krispy","|__Sayur Asem Lele","|__soto","|__Masak Mie","|__Sosis 1rb","|__voucher 15000","|__Es Salju","|__Es Cendol","|__sebLak 375","|__Popmie","|__Teh Pucuk Harum","|__Nasi Ayam","|__Kentang G","|__Tahu G","|__Milo","|__Siomay","|__Cireng isi","|__Mie","|__Penyetan Dadar","|__Voucher","|__Coffee Float","|__Sayur Sop Tempe Goreng","|__Sayur Sop Ayam Goreng","|__Aneka Kopi","|__Cireng Isi","|__Masak Mie+Telur","|__Penyetan Telur ","|__Penyetan Lele","|__Pecel Tempe","|__Penyetan Ayam ","|__Es Batu/air panas","|__sayur Asem lele","|__sosis 1rb ","|__tes","|__Ayam Silep","|__Ayam Silep (Tanpa nasi)","|__Es Salju (Slushy)","|__sosis","|__Es Dawet Cincau","|__Es Teh","|__Tea Float","|__mie","|__Es Batu","|__Sosis 1rb ","|__Nasi Putih","|__air gelas","|__Penyetan Tempe","|__Kuah Sop ","|__Air Panas","|__Es krim","|__Es Jeruk","|__brengkesan pindang","|__Sayur Asem Telur Goreng","|__Penyetan Ikan Asin","|__Es Kopi","|__Chocolatos Float","|__Mie Tanpa Telur","|__French Fries","|__nasi goreng","|__masak mie+telur","|__ayam silep (tanpa nasi)","|__nasi sosis goreng ","|__masak mie","|__nasi putih","|__nasi telur","|__Lele goreng","|__Gorengan ","|__Telor Matasapi","|__total","|__Risol Mayo","|__Pisang Coklat Keju","|__Chocolatos Panas","|__Kuah Sop","|__penyetan lele","|__mie tanpa telur","|__cireng ","|__Test","|__jeruk hangat","|__cireng isi","|__jus mangga","|__Masak Mie + Telur","|__Sosis Goreng","|__Sayur Sop Telur Goreng","|__Tahu Telur","|__Tes","|__test","|__test minuman2","|__Es Dawet","|__Bakso","|__Gorengan","|__Sayur Asem Dadar","|__Es Kopi/chocolatos","|__Sayur Asem Ayam Goreng","|__Sebak 375","|__timestamp___seconds","|__timestamp___nanoseconds","|__customerNumber","|__-","|__Voucher Rp11000","|__cireng jumbo","|__Teh Hangat"
"2025-02-26","2025-02-26","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760000","","","","","","","","","","","","","","","","","","","","","","","","","","1740558024","148000000","52","","","",""
"2025-02-28","2025-02-28","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1402000","","","","","","","","","","","","","","","","","","","","","","","","","","1740729521","895000000","103","","","",""
"2025-04-14","2025-04-14","","2025","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670500","","","","","","","","","","","","","","","","","","","","","","","","","","1744626282","860000000","54","","","",""
"2025-04-15","2025-04-15","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","7","","","","","","","","","","5","","","","","","","","","","","2","","","","","","","","","","","","","","","","","3","","","","1","3","3","17","","2","","","4","","","","","","","","","","14","","","","","","","","","","","6","","","","2","","","2","","","","","","","","","","","383500","","","","","","","","","","","","","1","1","","","","","","","29","","","","","1744707082","7000000","34","","","",""
"2025-04-16","2025-04-16","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","1","","","","","","","","","","1","4","","1","","","","","","","","1","","","","","","","","","","","","","","","","","15","","","","","2","1","","","10","","","","","","","","","","","","","26","","","","","1","","1","","","","6","","","","","","","1","","","","","","","","","","","462000","","","","","","","","","","","","","3","2","","","","","","","55","","","","","1744787865","976000000","26","","","",""
"2025-04-18","2025-04-18","","2025","","","","","","3","","","","","","","","","","","","","","1","","","","","","10","","","","","","6","","","","","","","","","","4","","","","","","","","","2025-04","","","","","","","3","","","","","","","","","","8","3","","","","","","","","","","13","","","13","","","","","","","","","","","","","","76","","","","","3","","43","8","21","","","53","","","","","","","","","","138","","","1","","9","","1","","1","","15","","","","2","","11","6","","","","","","","","","","","2644000","","","","","","","","","","","","","9","3","","","","","","","158","","","","","1744965120","836000000","123","","","",""
"2025-04-19","2025-04-19","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","","","","","","","","","","","","8","","","","","","","","","","8","","","","","","","","","","","","","","","","","13","","","","","","1","9","","4","","","3","","","","","","","","","","31","","","","","","","2","","","","10","","","","","","","1","","","","","","","","","","","621500","","","","","","","","","","","","","3","13","","","","","","","66","","","","","1745049450","107000000","39","","","",""
"2025-04-20","2025-04-20","","2025","","","","","1","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","3","","","","","","","","","","1","9","","1","","","","","","","","15","","","1","","","","","","","","","","","","","","32","","","","","2","","12","1","14","","","21","","","","","","","4","","","70","","","1","","11","","","","","","9","","","","","","9","17","","","","","","","","","","","1475500","","","","","","","","","","","","","6","2","","","","","","","86","","","","","1745136473","963000000","87","","","",""
"2025-04-21","2025-04-21","","2025","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","4","","","","","","","","","","2","8","","1","","","2","","1","","","8","","","","","","","","","","","","","","","","","8","","","","","","1","18","","10","","","7","","","1","","","","","","","23","","","","","1","","2","1","","","4","5","2","","","","","1","","","","","","","","","","","673000","","","","","","","","","","","","","2","","","","","","","","45","","","5","","1745218359","76000000","48","","","",""
"2025-04-22","2025-04-22","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","3","","","","","","","","","","3","2","","","","","1","","2","","","3","","","","","","","","","","","","","","","","","6","","","","","","3","45","","1","","","6","","","","","","","","","","13","","","","","","","","","","","3","","4","","","","","1","","","","","","","","","","","472500","","","","","","","","","","","","","1","","","","","","","","38","","","1","","1745309318","19000000","40","","","",""
"2025-04-23","2025-04-23","","2025","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","2","","","","","","","","","","4","10","","","","","2","","","","","4","","","","","","","","","","","","","","","","","6","","","","","","","9","","11","","","13","","","4","","","","","","","52","","","","","","","3","","","","8","","5","","1","","1","2","","","","","","","","","","","914500","","","","","","","","","","","","","6","","","","","","","","101","","","6","","1745396813","707000000","39","","","",""
"2025-04-25","2025-04-25","","2025","","","","","2","","","","","","","","","","","","","","","1","","","","","","5","","","","","","1","","","","","","","","","","7","","","","","","","","","2025-04","","","","","","","","","","","","","","","","","4","9","","1","","","","","2","","","7","","","5","","","","","","","","","","","","","","15","","","","","","2","34","1","6","","","12","","","2","","","","","","","50","","","","","3","","2","","","","6","","","","","","9","4","","","","","","","","","","","1015500","","","","","","","","","","","","","1","","","","","","","","124","","","","","1745569555","88000000","74","","","",""
"2025-04-26","2025-04-26","","2025","","","","","","","","","","","","","","","","","","","","3","","","","","","2","","","","","","1","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","2","","","","","","","","","","","9","","","","","1","","","","","6","","","","","","","","","","","","","","","","","5","","","","","","3","32","","6","","","5","","","","","","","","","","21","","","","","2","","","","","","11","","4","","","","2","","","","","","","","","","","","625500","","","","","","","","","","","","","4","","","","","","","","78","","","1","","1745655317","159000000","41","","","",""
"2025-04-27","2025-04-27","","2025","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-04","","","","","","","5","","","","","","","","","","","","","1","","","1","","","","","9","","","","","","","","","","","","","","","","","2","","","","","","2","7","","3","","","3","","","","","","","","","","19","","","","","","","","1","","","13","","1","","4","","","2","","","","","","","","","","","540500","","","","","","","","","","","","","","","","","","","","","48","","","10","","1745741991","775000000","40","","","",""
"2025-04-28","2025-04-28","","2025","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","2025-04","","","","","","","2","","","","","","","","","","3","10","","","","","1","","","","","1","","","","","","","","","","","","","","","","","11","","","","","","2","","","4","","","4","","","","","","","","","","16","","","","","2","","1","","","","4","","2","","","","3","3","","","","","","","","","","","437000","","","","","","","","","","","","","1","","","","","","","","39","","","1","","1745826683","557000000","39","","","",""
"2025-04-29","2025-04-29","","2025","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","2025-04","","","","","","","2","","","","","","","","","","4","4","","","","","2","","","","","6","","","","","","","","","","","","","","","","","5","","","","","","","15","","3","","","7","","","1","","","","","","","54","","","1","","2","","2","","","","2","","","","2","","4","8","","","","","","","","","","","651500","","","","","","","","","","","","","3","","","","","","","","61","","","1","","1745910573","412000000","42","","","",""
"2025-04-30","2025-04-30","","2025","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","1","","","","","","","","","","4","","","","","","","","","2025-04","","","","","","","2","","","","","","","","","","6","9","","","","","1","","","","","7","","","","","","","","","","","","","","","","","12","","","","","","1","23","","9","","","4","","","","","","","","","","29","","","","","5","","1","","","","10","","3","","2","","1","1","","","","","","","","","","","780000","","","","","","","","","","","","","1","","","","","","","","56","","","7","","1745998849","811000000","48","","","",""
"2025-05-01","2025-05-01","","2025","","","","","1","10","","","","","","","","","","","","","","5","","","","","","8","","","","","","6","","","","","","","","","","","","","","","","","","","2025-05","","","","","","","11","","","","","","","","","","4","14","","1","","","","","19","","","11","","","4","","","","","","","","","","","","","","59","","","","","","","66","9","13","","","41","","","","","","","","","","86","","","2","","1","","4","","","","12","","3","","1","","15","7","","","","","","","","","","","2338000","","","","","","","","","","","","","4","","","","","","","","136","","","3","","1746093413","19000000","132","","","",""
"2025-05-02","2025-05-02","","2025","","","","","","2","","","","","","","","","","","","","","2","","","","","","7","","","","","","2","","","","","","","","","","","","","","","","","","","2025-05","","","","","","","12","","","","","","","","","","7","18","","2","","","2","","7","","","11","","","5","","","","","","","","","","","","","","52","","","","","","2","77","","13","","","54","","","3","","","","","","","157","","","11","","2","","6","","","","14","","2","","7","","9","4","","","","","","","","","","","2632500","","","","","","","","","","","","","9","","","","","","","","122","","","2","","1746174168","862000000","145","","","",""
